Supplier,Website,Email,Framework,Borough,Councils Named,Council Access Basis,Companies House No,Notice ID,Awarded Date,Contact Status,Notes,Check
Own Life Ltd,https://www.ownlife.org.uk/,No email or contact form found on website,830/2019 - Dynamic Purchasing System (DPS) for Health and Social Care. DPS 3 - Independent Living,Croydon,Croydon,Commissioning council only - no participating authorities named in the notice,,CROYD001-DN434334-35525003,11/02/2021,web research (high),"OWNLIFE LIMITED CH 02932099 (active, Kenley CR8 - Croydon). Supported accommodation for care leavers in SE London. Site is a holding page ('new website coming soon'); only hr@ownlife.org.uk published, so no general email given.",
CAYSH,http://www.caysh.org/,info@caysh.org,Croydon Young People and Care Leavers Housing Support Service,Croydon,Croydon,Commissioning council only - no participating authorities named in the notice,,IT-618-113-LBC/TN/113 - AWARD,19/11/2024,verified (existing data),Single-award contract kept: young people and care leavers housing support (DPS call-off),
A Star Care Ltd,https://astarcarehomes.com/,info@astarcarehomes.com,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",11784212,012890-2026,12/02/2026,web research (medium),"CH: ASTARCARE LTD, Active, SIC 87900, reg office Harlow CM18. 16+ leaving-care supported accommodation (16-24) 'in and around London'. Site shows no address or company number, so the link to the Harlow company rests on name and sector match only.",
Bayview Healthcare Ltd,https://bayviewhealthcare.co.uk/,info@bayviewhealthcare.co.uk,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",09612812,012890-2026,12/02/2026,web research (high),"CH: BAYVIEW HEALTHCARE LTD, Active, SIC 78300 (HR provision), Southampton. Ofsted-registered 16-25 supported accommodation plus adult supported living, homecare and staffing. Also publishes homecare@bayviewhealthcare.co.uk.","homecare and housing both on homepage (homecare 12, housing 7)"
Bright Future Care Services Ltd,https://www.brightfuturecareservices.co.uk/,info@brightfuturecareservices.co.uk,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",13428801,012890-2026,12/02/2026,web research (medium),"CH: BRIGHT FUTURE CARE SERVICES LTD, Active, SIC 87900, reg office E13 London. 16+ supported accommodation (16-21, Ofsted registered), East London. Site shows no company number, but name, East London location and sector all match.",
Essence Supported Living Ltd,https://essencesupportedliving.uk/,info@essencesupportedliving.uk,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",14423748,012890-2026,12/02/2026,web research (high),"CH: ESSENCE SUPPORTED LIVING LIMITED, Active, SIC 87200, Barking IG11 8BB (same address shown on site). CQC-registered adult supported living (learning disability, mental health, dementia); no clear 16+ offer on site.",
Grow2Gether Care Services Ltd,https://grow2gethercareservices.com/,info@grow2gethercareservices.com,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",12602939,012890-2026,12/02/2026,web research (medium),"CH: GROW2GETHER CARE SERVICES LTD, Active, SIC 87900, reg office Kemp House EC1V (virtual office). 16-24 supported accommodation for looked-after young people, 24/7. Site shows no address or company number; exact name match.",
Immediate Social Care Limited,https://www.immediatesocialcare.co.uk/,info@immediatesocialcare.co.uk,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",07135030,012890-2026,12/02/2026,web research (high),"CH: IMMEDIATE SOCIAL CARE LIMITED, Active, SIC 87900/88990, 149 Mandeville Road Enfield EN3 6SG (matches site). Adult supported living and domiciliary care agency (18+, LD/MH), incl. Croydon floating support.","homecare and housing both on homepage (homecare 10, housing 17)"
Jordan Xavier Ltd,http://jordanxavier.co.uk/,info@jordanxavier.co.uk,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",05056181,012890-2026,12/02/2026,verified (existing data),,
Leadway Care Services Ltd,https://leadwaycare.com/,info@leadwaycare.com,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",13409611,012890-2026,12/02/2026,web research (high),"CH: LEADWAY CARE SERVICES LTD, Active, SIC 55900/87900, 38 Vicarage Park SE18 7SU (matches site contact page). 16-18 supported accommodation / independence pathway.",
NelCare (North and East London Care Ltd),https://www.nelcare.org.uk/,placements@nelcare.org.uk,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",07414134,012890-2026,12/02/2026,web research (medium),"CH: NORTH AND EAST LONDON CARE LTD, Active, SIC 87900, Global House 303 Ballards Lane N12. 16+ semi-independent supported accommodation (Ofsted registered). Site is under maintenance with no company number or address; the 'NelCare' brand name and service match.",
Oasis Care UK Group Ltd,https://www.oasiscareukgroup.com/,info@oasiscareukgroup.co.uk,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",11596193,012890-2026,12/02/2026,web research (high),"CH: OASIS-CARE UK GROUP LIMITED, Active, SIC 70229/87900, 121 Peet Street Derby DE22 3RG (matches site). CQC residential care plus Ofsted supported accommodation for young people with complex needs; has a referral/placements hub. Email domain is .co.uk although the site is .com; this is the address the site publishes.",
Oiza Healthcare Limited,https://oizahealthcareltd.com/,info@oizahealthcareltd.com,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",10278464,012890-2026,12/02/2026,web research (high),"CH: OIZA HEALTHCARE LIMITED, Active, SIC 68100/68209/87200/87900, Weighbridge Road Mansfield NG18 1AH (matches site). Homecare agency (CQC: personal and dementia care). Also runs a second site, oizahealthcare.co.uk, with the same address. No visible 16+ accommodation offer.",Homecare provider that also offers supported living/accommodation
Optimal Care Plus Ltd,https://optimalcareplus.co.uk/,info@optimalcareplus.co.uk,Framework Agreement for the provision of 16+ Supported Accommodation Services,Enfield,Enfield,"Commissioning council only - no other authority evidenced. FTS contract notice 041325-2024 and award 012890-2026 name London Borough of Enfield as 'the contracting authority' and sole buyer, with delivery location 'London Borough of Enfield' for each lot. The notices contain no clause permitting other authorities to use the framework.",13053234,012890-2026,12/02/2026,web research (medium),"CH: OPTIMALCAREPLUS LIMITED, Active, SIC 86900, East Tilbury RM18 8RH (company no. and address shown on site). Homecare agency (CQC Good) that also offers 16+ semi-independent / supported living. The contact page also lists many unrelated-looking branch emails (re.optimalcareplus.co.uk, profadcare.co.uk), so use only the info@ address.",Homecare provider that also offers supported living/accommodation
